code,current,name_x,name_short,name_tv,gender_x,function,country_code_x,country_x,country_long_x,nationality_x,nationality_long_x,nationality_code_x,height,weight,disciplines,events,birth_date_x,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports,medal_date_x,medal_type_x,medal_code_x,name_y,gender_y,country_code_y,country_y,country_long_y,nationality_code_y,nationality_y,nationality_long_y,team,team_gender,discipline_x,event,event_type_x,url_event_x,birth_date_y,code_athlete,code_team,is_medallist,tag,sport,sport_code,sport_url,medal_type_y,medal_code_y,medal_date_y,name,gender,discipline_y,event_type_y,url_event_y,country_code,country_athlete,country_long_athlete,country_total,country_long_total,Gold Medal,Silver Medal,Bronze Medal,Total
1532872,True,ALEKSANYAN Artur,ALEKSANYAN A,Artur ALEKSANYAN,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,0.0,0.0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",1991-10-21,GYUMRI,Armenia,GYUMRI,Armenia,White Bear,Playing and watching football,Athlete,"Graduated from Shirak State University (Gyumri, ARM)","Father, Gevorg Aleksanyan","Armenian, English, Russian","Gevorg Aleksanyan (ARM), father",He followed his father and his uncle into the sport,"Footballer Zinedine Zidane (FRA), World Cup winner (1998) and European champion (2000) with France, won the Champions League as a player and three times as a manager with Real Madrid, three-time FIFA World Player of the Year","His father, Gevorg Aleksanyan","""Wrestling is my life."" (mediamax.am. 18 May 2016)",,,,2024-08-07,Silver Medal,2.0,ALEKSANYAN Artur,Male,ARM,Armenia,Armenia,ARM,Armenia,Armenia,,,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--,1991-10-21,1532872,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Silver Medal,2.0,2024-08-07,Artur ALEKSANYAN,M,Wrestling,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--,ARM,Armenia,Armenia,Armenia,Armenia,0,3,1,4
1544897,True,SARAVI Mohammadhadi,SARAVI M,Mohammadhadi SARAVI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0.0,0.0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",1998-01-06,,IR Iran,AMOL,IR Iran,,,Athlete,,,Farsi,National: Hassan Rangraz (IRI),"“During my childhood and adolescence, many of my friends and relatives were involved in wrestling and I went to see their competitions several times. Little by little, I became interested in wrestling, and I was so excited that one day I could make my country proud that I decided to take a wrestling class. Considering that I lived in Khuzestan Province, and that this province is the centre of Greco-Roman wrestling, I chose it (over freestyle wrestling).” (photokade, 1 Jan 2020)","Wrestler Ghasem Rezaei (IRI), two-time Olympic medallist (2012 gold, 2016 bronze), three-time world championship medallist (one silver, two bronze)",,,,,,2024-08-07,Gold Medal,1.0,SARAVI Mohammadhadi,Male,IRI,IR Iran,Islamic Republic of Iran,IRI,IR Iran,Islamic Republic of Iran,,,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--,1998-01-06,1544897,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Gold Medal,1.0,2024-08-07,Mohammadhadi SARAVI,M,Wrestling,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,3,6,3,12
1566601,True,DZHUZUPBEKOV Uzur,DZHUZUPBEKOV U,Uzur DZHUZUPBEKOV,Male,Athlete,KGZ,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,KGZ,0.0,0.0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",1996-04-12,,,,,,,Athlete,"Kyrgyz State Law Academy, Bishkek, KGZ",,Russian,National: Azat Erkimbayev (KGZ),,,,,,,,2024-08-07,Bronze Medal,3.0,DZHUZUPBEKOV Uzur,Male,KGZ,Kyrgyzstan,Kyrgyzstan,KGZ,Kyrgyzstan,Kyrgyzstan,,,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000200--,1996-04-12,1566601,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Bronze Medal,3.0,2024-08-07,Uzur DZHUZUPBEKOV,M,Wrestling,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000200--,KGZ,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,0,2,4,6
1571504,True,ROSILLO KINDELAN Gabriel Alejandro,ROSILLO KINDELAN G,Gabriel Alejandro ROSILLO KINDELAN,Male,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,0.0,0.0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",1999-01-04,,Cuba,SANTIAGO DE CUBA,Cuba,,,Athlete,,,Spanish,National: Raul Trujillo (CUB),,,,"“Convince your mind that limits don't exist.” (Instagram, 19 Jun 2022)",,,,2024-08-07,Bronze Medal,3.0,ROSILLO KINDELAN Gabriel Alejandro,Male,CUB,Cuba,Cuba,CUB,Cuba,Cuba,,,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000100--,1999-01-04,1571504,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Bronze Medal,3.0,2024-08-07,Gabriel Alejandro ROSILLO KINDELAN,M,Wrestling,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000100--,CUB,Cuba,Cuba,Cuba,Cuba,2,1,6,9
1532873,True,AMOYAN Malkhas,AMOYAN M,Malkhas AMOYAN,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,0.0,0.0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",1999-01-22,YEREVAN,Armenia,YEREVAN,Armenia,,,,,,Armenian,,,,,"""To become a good athlete, you first have to be a good person."" (ankakh.com, 6 Oct 2018)","Uncle, Roman Amoyan (wrestling), 2008 Olympic bronze medallist and two-time European champion in Greco-Roman",,,2024-08-07,Bronze Medal,3.0,AMOYAN Malkhas,Male,ARM,Armenia,Armenia,ARM,Armenia,Armenia,,,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000100--,1999-01-22,1532873,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Bronze Medal,3.0,2024-08-07,Malkhas AMOYAN,M,Wrestling,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000100--,ARM,Armenia,Armenia,Armenia,Armenia,0,3,1,4
1566627,True,MAKHMUDOV Akzhol,MAKHMUDOV A,Akzhol MAKHMUDOV,Male,Athlete,KGZ,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,KGZ,0.0,0.0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",1999-04-15,,Kyrgyzstan,,Kyrgyzstan,Akula (Shark),"Billiards, tennis",Athlete,"Graduated with a degree in Law from Kyrgyz State Law Academy (Bishkek, KGZ)",,"Kyrgyz, Russian",Personal: Meirambek Akhmetov (KGZ),He followed his two older brothers into the sport after his father noticed his passion and brought him to a gym,"Wrestler Elmurat Tasmuradov (UZB), 2016 Olympic bronze medallist (Greco-Roman 59kg), three-time world championship medallist (one silver, two bronze)",,"“Sport is my life. You need to do what a coach says, whether you want it or not.” (myInfo)","Brother, Beksultan (wrestling), 2021 Asian Championships 97kg bronze medallist (Greco-Roman).</p><p>Brother, Syimyk (wrestling), 2023 national 63kg champion (Greco-Roman)",,,2024-08-07,Bronze Medal,3.0,MAKHMUDOV Akzhol,Male,KGZ,Kyrgyzstan,Kyrgyzstan,KGZ,Kyrgyzstan,Kyrgyzstan,,,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000200--,1999-04-15,1566627,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Bronze Medal,3.0,2024-08-07,Akzhol MAKHMUDOV,M,Wrestling,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000200--,KGZ,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,0,2,4,6
1939692,True,KUSAKA Nao,KUSAKA N,KUSAKA Nao,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,0.0,0.0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",2000-11-28,KAGAWA,Japan,KAGAWA,Japan,,"Eating udon noodles, a Kagawa speciality",,"Graduated in 2023 from Nippon Sport Science University (Tokyo, JPN)",,Japanese,National: Mutsumi Sasamoto (JPN),,,,,,,,2024-08-07,Gold Medal,1.0,KUSAKA Nao,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--,2000-11-28,1939692,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Gold Medal,1.0,2024-08-07,KUSAKA Nao,M,Wrestling,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--,JPN,Japan,Japan,Japan,Japan,20,12,13,45
1958652,True,ZHADRAYEV Demeu,ZHADRAYEV D,Demeu ZHADRAYEV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0.0,0.0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",1989-11-02,USHARAL,Kazakhstan,,,,"Reading, watching movies",Athlete,"Physical Education - Kazakh Academy of Sport and Tourism, Almaty, KAZ",,"Kazakh, Russian",National: Bakhtiar Baiseitov (KAZ).<br>Personal: Boranbek Konyratov (KAZ),"His uncle encouraged him to take up the sport. ""Like most wrestlers, I came to the sport during my school days. I started at a rural sports school with my friends. And since then we have always been together."" (myInfo)",Greco-Roman wrestler Saksylik Ushkempirov (URS),,,,,,2024-08-07,Silver Medal,2.0,ZHADRAYEV Demeu,Male,KAZ,Kazakhstan,Kazakhstan,KAZ,Kazakhstan,Kazakhstan,,,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--,1989-11-02,1958652,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Silver Medal,2.0,2024-08-07,Demeu ZHADRAYEV,M,Wrestling,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,1,3,3,7
1535187,True,VERDE ALVAREZ Marco Alonso,VERDE ALVAREZ MA,Marco Alonso VERDE ALVAREZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,180.0,0.0,['Boxing'],"[""Men's 71kg""]",2002-02-11,MAZATLAN,Mexico,MAZATLAN,Mexico,Green,,,,"Father, Manuel",Spanish,Personal: Radames Hernandez (MEX),"Played baseball for seven or eight years, before following his father Manuel into boxing - even though Manuel wanted Marco to stick with a baseball glove rather than switch to boxing gloves",,,,"Father, Manuel Verde (boxing), competed for Mexico in the men's light heavyweight division at the Barcelona 1992 Olympic Games",,,2024-08-09,Silver Medal,2.0,VERDE ALVAREZ Marco Alonso,Male,MEX,Mexico,Mexico,MEX,Mexico,Mexico,,,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--,2002-02-11,1535187,,True,boxing,Boxing,BOX,https://olympics.com/en/paris-2024/sports/boxing,Silver Medal,2.0,2024-08-09,Marco Alonso VERDE ALVAREZ,M,Boxing,HATH,/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--,MEX,Mexico,Mexico,Mexico,Mexico,0,3,2,5
1556797,True,MUYDINKHUJAEV Asadkhuja,MUYDINKHUJAEV A,Asadkhuja MUYDINKHUJAEV,Male,Athlete,UZB,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,UZB,174.0,0.0,['Boxing'],"[""Men's 71kg""]",2001-05-08,FERGANA,Uzbekistan,FERGANA,Uzbekistan,,,,,,Uzbek,,,,,,,,,2024-08-09,Gold Medal,1.0,MUYDINKHUJAEV Asadkhuja,Male,UZB,Uzbekistan,Uzbekistan,UZB,Uzbekistan,Uzbekistan,,,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--,2001-05-08,1556797,,True,boxing,Boxing,BOX,https://olympics.com/en/paris-2024/sports/boxing,Gold Medal,1.0,2024-08-09,Asadkhuja MUYDINKHUJAEV,M,Boxing,HATH,/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--,UZB,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,8,2,3,13
1912009,True,RICHARDSON Lewis,RICHARDSON L,Lewis RICHARDSON,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,187.0,0.0,['Boxing'],"[""Men's 71kg""]",1997-06-04,COLCHESTER,Great Britain,,Great Britain,,,,"Graduated with a Master's in Sports Business Management at Sheffield Hallam University (ENG, GBR)",,English,,"Started boxing to get fit for football, which he played to county level. Decided to focus on boxing after winning an England national schoolboy title in 2012",,"After qualifying for Paris 2024 at a tournament in Thailand, he said his brother is his number one fan. ""My brother was at my first fight back in 2010 and it's my 123rd today. I had my first fight in Billericay and now we're in Bangkok!"" (gazette-news.co.uk, 31 May 2024)",,,,,2024-08-06,Bronze Medal,3.0,RICHARDSON Lewis,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000200--,1997-06-04,1912009,,True,boxing,Boxing,BOX,https://olympics.com/en/paris-2024/sports/boxing,Bronze Medal,3.0,2024-08-06,Lewis RICHARDSON,M,Boxing,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000200--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1955645,True,JONES Omari,JONES O,Omari JONES,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,180.0,0.0,['Boxing'],"[""Men's 71kg""]",2002-11-07,,United States,"ORLANDO, FL",United States,Banger,"Playing golf, volunteering in the community",,"Studies Business at Valencia College (Orlando, FL, USA)","Father, Karl. Mother, Debra. Older brothers, Carl Jr and Dmitri",English,"Personal: Jason Galarza (USA), Karl Jones (USA, his father), Craig Duncan (USA, strength and conditioning)",,,,,,,,2024-08-06,Bronze Medal,3.0,JONES Omari,Male,USA,United States,United States of America,USA,United States,United States of America,,,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000100--,2002-11-07,1955645,,True,boxing,Boxing,BOX,https://olympics.com/en/paris-2024/sports/boxing,Bronze Medal,3.0,2024-08-06,Omari JONES,M,Boxing,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000100--,USA,United States,United States of America,United States,United States of America,40,44,42,126
1535349,True,OLVERA IBARRA Osmar,OLVERA IBARRA O,Osmar OLVERA IBARRA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0.0,0.0,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",2004-06-05,MEXICO CITY,Mexico,,,,,,,,,,,,,,,,,2024-08-08,Bronze Medal,3.0,OLVERA IBARRA Osmar,Male,MEX,Mexico,Mexico,MEX,Mexico,Mexico,,,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,2004-06-05,1535349,,True,diving,Diving,DIV,https://olympics.com/en/paris-2024/sports/diving,Bronze Medal,3.0,2024-08-08,Osmar OLVERA IBARRA,M,Diving,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,MEX,Mexico,Mexico,Mexico,Mexico,0,3,2,5
1901549,True,WANG Zongyuan,WANG Z,WANG Zongyuan,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",2001-10-24,HUBEI,China,BEIJING,China,,,Athlete,,,Mandarin,,He finished first in three events at a provincial diving competition and was then scouted to train for the sport in Wuhan (CHN),,,,,,,2024-08-08,Silver Medal,2.0,WANG Zongyuan,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,2001-10-24,1901549,,True,diving,Diving,DIV,https://olympics.com/en/paris-2024/sports/diving,Silver Medal,2.0,2024-08-08,WANG Zongyuan,M,Diving,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,CHN,China,People's Republic of China,China,People's Republic of China,40,27,24,91
1901550,True,XIE Siyi,XIE S,XIE Siyi,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Diving'],"[""Men's 3m Springboard""]",1996-03-28,GUANGDONG,China,BEIJING,China,,,Athlete,"Studied international trade at Jinan University, (Guangzhou, CHN)",,Mandarin,,He was scouted by a diving coach soon after he started primary school,,,"""Dreams need action."" (Weibo profile, 01 Jan 2020)",,,,2024-08-08,Gold Medal,1.0,XIE Siyi,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,1996-03-28,1901550,,True,diving,Diving,DIV,https://olympics.com/en/paris-2024/sports/diving,Gold Medal,1.0,2024-08-08,XIE Siyi,M,Diving,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,CHN,China,People's Republic of China,China,People's Republic of China,40,27,24,91
1535513,True,RENTERIA RENTERIA Tatiana,RENTERIA RENTERIA,Tatiana RENTERIA RENTERIA,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0.0,0.0,['Wrestling'],"[""Women's Freestyle 76kg""]",2000-12-22,,,VALLE DEL CAUCA,Colombia,,,,,,Spanish,National: David Gutierrez (COL),,,,"“Continue working for your dreams because dreams can come true.” (YouTube.com, 4 Nov 2023)",,,,2024-08-11,Bronze Medal,3.0,RENTERIA RENTERIA Tatiana,Female,COL,Colombia,Colombia,COL,Colombia,Colombia,,,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000200--,2000-12-22,1535513,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Bronze Medal,3.0,2024-08-11,Tatiana RENTERIA RENTERIA,W,Wrestling,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000200--,COL,Colombia,Colombia,Colombia,Colombia,0,3,1,4
1571936,True,MARIN POTRILLE Milaimy de la Carid,MARIN POTRILLE M,Milaimy de la Carid. MARIN POTRILLE,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,0.0,0.0,['Wrestling'],"[""Women's Freestyle 76kg""]",2001-03-16,,,,,,,Athlete,,,Spanish,,,,,,,,,2024-08-11,Bronze Medal,3.0,MARIN POTRILLE Milaimy de la Carid,Female,CUB,Cuba,Cuba,CUB,Cuba,Cuba,,,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000100--,2001-03-16,1571936,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Bronze Medal,3.0,2024-08-11,Milaimy de la Carid. MARIN POTRILLE,W,Wrestling,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000100--,CUB,Cuba,Cuba,Cuba,Cuba,2,1,6,9
1939701,True,KAGAMI Yuka,KAGAMI Y,KAGAMI Yuka,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,0.0,0.0,['Wrestling'],"[""Women's Freestyle 76kg""]",2001-09-14,TOCHIGI,Japan,YAMAGATA,Japan,,,,"Graduated in 2024 from the Department of Media and Communications at Toyo University (Tokyo, JPN)",,Japanese,,,,,,,,,2024-08-11,Gold Medal,1.0,KAGAMI Yuka,Female,JPN,Japan,Japan,JPN,Japan,Japan,,,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--,2001-09-14,1939701,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Gold Medal,1.0,2024-08-11,KAGAMI Yuka,W,Wrestling,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--,JPN,Japan,Japan,Japan,Japan,20,12,13,45
1955344,True,BLADES Kennedy Alexis,BLADES KA,Kennedy Alexis BLADES,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0.0,0.0,['Wrestling'],"[""Women's Freestyle 76kg""]",2003-09-04,"CHICAGO, IL",United States,"CHICAGO, IL",United States,,,Athlete,"Attended Arizona State University (Tempe, USA) and will transfer to the University of Iowa (Iowa City, USA) in autumn 2024","Father, Saul Pulido. Sister, Korina",English,National: Terry Steiner.<br>Personal: Israel Martinez,"Previously trained in jujitsu, but started wrestling to improve her takedowns",,,,"Sister, Korina Blades (wrestling), was the junior bronze medallist in 62kg at the 2021 World Championships",,,2024-08-11,Silver Medal,2.0,BLADES Kennedy Alexis,Female,USA,United States,United States of America,USA,United States,United States of America,,,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--,2003-09-04,1955344,,True,wrestling,Wrestling,WRE,https://olympics.com/en/paris-2024/sports/wrestling,Silver Medal,2.0,2024-08-11,Kennedy Alexis BLADES,W,Wrestling,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--,USA,United States,United States of America,United States,United States of America,40,44,42,126
1535852,True,MAEDER Maximilian,MAEDER M,Maximilian MAEDER,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,0.0,0.0,['Sailing'],"[""Men's Kite""]",2006-09-12,FLAWIL,Singapore,,,Max,Listening to music,Athlete,Home-schooled. British kiteboarder Jemima Crathorne has been his STEM tutor,"Father, Valentin is from Switzerland. Mother, Teng Hwee Keng is from Singapore. Two brothers","Chinese, English, German","Jonny Dolenc (CRO), father of Croatian sailor Martin Dolenc","He skied when he was very young in Switzerland but then his parents started a dive resort in Sulawesi, Indonesia where his father introduced him to kiteboard. That turned into competitive kitesurfing on the beach",,,"“It is only those who have won with integrity and care, over an extended period of time, who have become universally regarded as successful.” - Jackie Stewart. (sailing.org)",,Before competition he listens to ‘Stardust Crusaders’ theme from JoJo's Bizarre Adventure (manga). During a race he has Vivaldi's 'The Four Seasons' in his head,,2024-08-09,Bronze Medal,3.0,MAEDER Maximilian,Male,SGP,Singapore,Singapore,SGP,Singapore,Singapore,,,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,2006-09-12,1535852,,True,sailing,Sailing,SAL,https://olympics.com/en/paris-2024/sports/sailing,Bronze Medal,3.0,2024-08-09,Maximilian MAEDER,M,Sailing,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,SGP,Singapore,Singapore,Singapore,Singapore,0,0,1,1
1566437,True,BONTUS Valentin,BONTUS V,Valentin BONTUS,Male,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,0.0,0.0,['Sailing'],"[""Men's Kite""]",2001-02-01,PERCHTOLDSDORF,Austria,PERCHTOLDSDORF,Austria,Vali,,Athlete,,"Father, Christian. Mother, Claudia. Sister, Linda",Austrian,Luca Bursic (ITA),"His father introduced him to kite surfing. Started racing kites in 2021 because a knee injury made landing freestyle jumps painful.</p><p> “I called the Austrian Federation in the summer of 2021 and said I was interested in aiming for the Olympics. At my first event I had no clue about anything to do with racing. I didn’t even know how to press ‘start’ on my watch, and as for laylines (imaginary lines to help with direction), what were they? I actually Googled laylines to find out what the coach was talking about.” (sailing.org, 3 May 2024)",,,,,,,2024-08-09,Gold Medal,1.0,BONTUS Valentin,Male,AUT,Austria,Austria,AUT,Austria,Austria,,,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,2001-02-01,1566437,,True,sailing,Sailing,SAL,https://olympics.com/en/paris-2024/sports/sailing,Gold Medal,1.0,2024-08-09,Valentin BONTUS,M,Sailing,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,AUT,Austria,Austria,Austria,Austria,2,0,3,5
1981549,True,VODISEK Toni,VODISEK T,Toni VODISEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0.0,0.0,['Sailing'],"[""Men's Kite""]",2000-06-07,IZOLA,Slovenia,KOPER,Slovenia,,,Athlete. Also works in his family's hotel,,"Father, Rajko (coach)",Slovenian,"Rajko Vodisek (SLO), his father",His father was kiting and after watching him he dreamed of doing the same. He started with freestyle and then moved into racing,,His family but in particular his father who is also his coach,,,,,2024-08-09,Silver Medal,2.0,VODISEK Toni,Male,SLO,Slovenia,Slovenia,SLO,Slovenia,Slovenia,,,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,2000-06-07,1981549,,True,sailing,Sailing,SAL,https://olympics.com/en/paris-2024/sports/sailing,Silver Medal,2.0,2024-08-09,Toni VODISEK,M,Sailing,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,SLO,Slovenia,Slovenia,Slovenia,Slovenia,2,1,0,3
1536045,True,SALIMI Arian,SALIMI A,Arian SALIMI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,0.0,0.0,['Taekwondo'],['Men +80kg'],2003-12-16,KERMANSHAH,IR Iran,,IR Iran,,,Athlete,,,Farsi,National: Majid Aflaki,,,,"""Everyone has an addiction, my addiction is success."" (Instagram, 13 Jul 2023)",,,,2024-08-10,Gold Medal,1.0,SALIMI Arian,Male,IRI,IR Iran,Islamic Republic of Iran,IRI,IR Iran,Islamic Republic of Iran,,,Taekwondo,Men +80kg,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--,2003-12-16,1536045,,True,taekwondo,Taekwondo,TKW,https://olympics.com/en/paris-2024/sports/taekwondo,Gold Medal,1.0,2024-08-10,Arian SALIMI,M,Taekwondo,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,3,6,3,12
