code,current,name_x,name_short,name_tv,gender_x,function,country_code_x,country_x,country_long_x,nationality_x,nationality_long_x,nationality_code_x,height,weight,disciplines,events,birth_date_x,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports,medal_date_x,medal_type_x,medal_code_x,name_y,gender_y,country_code_y,country_y,country_long_y,nationality_code_y,nationality_y,nationality_long_y,team,team_gender,discipline_x,event,event_type_x,url_event_x,birth_date_y,code_athlete,code_team,is_medallist,tag,sport,sport_code,sport_url,medal_type_y,medal_code_y,medal_date_y,name,gender,discipline_y,event_type_y,url_event_y,country_code,country_athlete,country_long_athlete,country_total,country_long_total,Gold Medal,Silver Medal,Bronze Medal,Total
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,basketball,Basketball,BKB,https://olympics.com/en/paris-2024/sports/basketball,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,3x3-basketball,3x3 Basketball,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,cycling-bmx-racing,Cycling BMX Racing,BMX,https://olympics.com/en/paris-2024/sports/cycling-bmx-racing,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,football,Football,FBL,https://olympics.com/en/paris-2024/sports/football,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,handball,Handball,HBL,https://olympics.com/en/paris-2024/sports/handball,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,hockey,Hockey,HOC,https://olympics.com/en/paris-2024/sports/hockey,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,rugby-sevens,Rugby Sevens,RU7,https://olympics.com/en/paris-2024/sports/rugby-sevens,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,surfing,Surfing,SRF,https://olympics.com/en/paris-2024/sports/surfing,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,trampoline-gymnastics,Trampoline Gymnastics,GTR,https://olympics.com/en/paris-2024/sports/trampoline-gymnastics,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,volleyball,Volleyball,VVO,https://olympics.com/en/paris-2024/sports/volleyball,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1904745,True,PAGE Bryony,PAGE B,Bryony PAGE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-12-10,CREWE,Great Britain,SHEFFIELD,Great Britain,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region","Father, Steve. Mother, Sarah",English,Personal: Brian Camp (GBR),"Her parents had noticed how much she was enjoying the trampoline in the garden at their home in Wrenbury, near Nantwich in Cheshire. They put her into lots of different sports when she was younger including tennis, dance, ballet and football, but her favourite was gymnastics for which she had a natural ability. </p><p>While training in artistic gymnastics, trampoline was part of her warm-up. ""I always wanted to stay on it for an hour, not just five minutes."" This led to her switch to trampoline gymnastics. (reuters.com, 17 Nov 2023)</p><p>""I can't imagine my future without being involved in trampolining, as a performer, coach, judge, or simply as a keen audience member."" (telegraph.co.uk, 12 Aug 2016)",,"Coach Paul Greaves, her primary coach, mentor and friend back in 2010 when she moved to Sheffield for university","""If you know you still enjoy it, just keep going and fight through those hard times."" (myInfo)",,Her lucky charm is an old dinosaur lunch box given to her by her little brother,,2024-08-02,Gold Medal,1.0,PAGE Bryony,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1990-12-10,1904745,,True,water-polo,Water Polo,WPO,https://olympics.com/en/paris-2024/sports/water-polo,Gold Medal,1.0,2024-08-02,Bryony PAGE,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,GBR,Great Britain,Great Britain,Great Britain,Great Britain,14,22,29,65
1938437,True,BARDZILOUSKAYA Viyaleta,BARDZILOUSKAYA V,Viyaleta BARDZILOUSKAYA,Female,Athlete,AIN,AIN,AIN,Belarus,Belarus,BLR,0.0,0.0,['Trampoline Gymnastics'],['Women'],2005-06-07,MOGILEV,Belarus,MOGILEV,Belarus,,,,,,,,"Her parents took her to the gym. She went for a few days, enjoyed it and decided she would continue","Trampoline gymnast Tatsiana Piatrenia (BLR),  four-time Olympian (2004, 2008, 2012, 2016), two-time world championship individual medallist (2017 gold, 2015 bronze)",,"""When a feeling of insecurity arises, I remember that I have devoted many years to this sport, and I try to prove to myself that I can."" (mogilove.by, 29 Jun 2022)",,,,2024-08-02,Silver Medal,2.0,BARDZILOUSKAYA Viyaleta,Female,AIN,AIN,AIN,BLR,Belarus,Belarus,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,2005-06-07,1938437,,True,basketball,Basketball,BKB,https://olympics.com/en/paris-2024/sports/basketball,Silver Medal,2.0,2024-08-02,Viyaleta BARDZILOUSKAYA,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,AIN,AIN,AIN,AIN,AIN,1,3,1,5
1938437,True,BARDZILOUSKAYA Viyaleta,BARDZILOUSKAYA V,Viyaleta BARDZILOUSKAYA,Female,Athlete,AIN,AIN,AIN,Belarus,Belarus,BLR,0.0,0.0,['Trampoline Gymnastics'],['Women'],2005-06-07,MOGILEV,Belarus,MOGILEV,Belarus,,,,,,,,"Her parents took her to the gym. She went for a few days, enjoyed it and decided she would continue","Trampoline gymnast Tatsiana Piatrenia (BLR),  four-time Olympian (2004, 2008, 2012, 2016), two-time world championship individual medallist (2017 gold, 2015 bronze)",,"""When a feeling of insecurity arises, I remember that I have devoted many years to this sport, and I try to prove to myself that I can."" (mogilove.by, 29 Jun 2022)",,,,2024-08-02,Silver Medal,2.0,BARDZILOUSKAYA Viyaleta,Female,AIN,AIN,AIN,BLR,Belarus,Belarus,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,2005-06-07,1938437,,True,3x3-basketball,3x3 Basketball,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball,Silver Medal,2.0,2024-08-02,Viyaleta BARDZILOUSKAYA,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,AIN,AIN,AIN,AIN,AIN,1,3,1,5
1938437,True,BARDZILOUSKAYA Viyaleta,BARDZILOUSKAYA V,Viyaleta BARDZILOUSKAYA,Female,Athlete,AIN,AIN,AIN,Belarus,Belarus,BLR,0.0,0.0,['Trampoline Gymnastics'],['Women'],2005-06-07,MOGILEV,Belarus,MOGILEV,Belarus,,,,,,,,"Her parents took her to the gym. She went for a few days, enjoyed it and decided she would continue","Trampoline gymnast Tatsiana Piatrenia (BLR),  four-time Olympian (2004, 2008, 2012, 2016), two-time world championship individual medallist (2017 gold, 2015 bronze)",,"""When a feeling of insecurity arises, I remember that I have devoted many years to this sport, and I try to prove to myself that I can."" (mogilove.by, 29 Jun 2022)",,,,2024-08-02,Silver Medal,2.0,BARDZILOUSKAYA Viyaleta,Female,AIN,AIN,AIN,BLR,Belarus,Belarus,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,2005-06-07,1938437,,True,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball,Silver Medal,2.0,2024-08-02,Viyaleta BARDZILOUSKAYA,W,Trampoline Gymnastics,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,AIN,AIN,AIN,AIN,AIN,1,3,1,5
